Institucion,Organismo responsable,Expediente,Fecha,Tipo,Objeto,Procedimiento,Ambito_geografico,Materias_CPV,Observaciones,nif_licitador,valor_estimado_licitacion,nombre_poder_adjudicador,nif_adjudicador,nombre_adjudicatario,nif_adjudicatario,valor_oferta_adjudicada,verificacion_organismo,Enlace HTML
MINISTERIO DE HACIENDA,Delegación Especial del Estado en el Consorcio de la Zona Franca de Cádiz,CA-0100-2025-00-A.,15/04/2025,Licitación,"Servicio de mantenimiento preventivo, correctivo y técnico legal de las instalaciones de climatización de los Edificios del Consorcio de la Zona Franca de Cádiz.",Abierto,Andalucía,50700000 Servicios de reparación y mantenimiento,No disponible,Q1176004H.,"255.750,00 euros.",No disponible,No disponible,No disponible,No disponible,No disponible,No comprobado,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-14018
MINISTERIO DE HACIENDA,Dirección General de Racionalización y Centralización de la Contratación-Junta de Contratación Centralizada,2025/08.,15/04/2025,Licitación,Acuerdo Marco para el suministro de equipos audiovisuales (AM 12/2025).,Abierto,"Nacional, Comunidad de Madrid","30000000 Máquinas, equipo y artículos de oficina y de informática, excepto mobiliario y paquetes de software 32000000 Equipos de radio, televisión, comunicaciones y telecomunicaciones y equipos conexos 35000000 Equipo de seguridad, extinción de incendios, policía y defensa 38000000 Equipo de laboratorio, óptico y de precisión (excepto gafas) 48000000 Paquetes de software y sistemas de información",Varios lotes. Acuerdo marco.,S2801213F.,"81.500.000,00 euros.",No disponible,No disponible,No disponible,No disponible,No disponible,No comprobado,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-14019
MINISTERIO DE HACIENDA,Dirección del Servicio de Gestión Económica de la Agencia Estatal de la Administración Tributaria,25710024900.,15/04/2025,Licitación,"Suministro de once equipos manuales de inspección por retrodispersión para las Dependencias Regionales de Andalucía, Extremadura, Murcia, Aragón y los Servicios Centrales del Departamento de Aduanas e II.EE.",Abierto,Nacional,"38000000 Equipo de laboratorio, óptico y de precisión (excepto gafas)",No disponible,Q2826000H.,"681.818,17 euros.",No disponible,No disponible,No disponible,No disponible,No disponible,No comprobado,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-14020
MINISTERIO DEL INTERIOR,"Gerencia de la Entidad Estatal de Derecho Público Trabajo Penitenciario y Formación para el Empleo, M",2024/00100.,15/04/2025,Contratación,"Servicio para el transporte de racionados de alimentación desde el Centro Penitenciario de Madrid IV al CIS Navalcarnero ""Josefina Aldecoa"" y al Centro de Acogida Temporal para Personas sin hogar ""Pedro Meca"".",Abierto,Comunidad de Madrid,60000000 Servicios de transporte (excluido el transporte de residuos),No disponible,No disponible,No disponible,"Gerencia de la Entidad Estatal de Derecho Público Trabajo Penitenciario y Formación para el Empleo, M.P.",Q2813006J.,TOTAL CEO SL.,B67820597.,"25.200,00 euros.",OK,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-14021
MINISTERIO DEL INTERIOR,Subdirección General de Planificación y Gestión Económica,020120250045.,15/04/2025,Licitación,"Mantenimiento Integral de las instalaciones en el centro penitenciario de Huelva, Centro de Inserción Social ""David Beltran Catalá"" (Huelva) y UAR Hospital Infanta Elena (Huelva).",Abierto,Andalucía,50700000 Servicios de reparación y mantenimiento,No disponible,S2813060G.,"2.251.480,00 euros.",No disponible,No disponible,No disponible,No disponible,No disponible,No comprobado,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-14022
MINISTERIO DEL INTERIOR,Jefatura de Asuntos Económicos de la Guardia Civil,B/0108/A/24/2.,15/04/2025,Contratación,"Contratación de un servicio de mantenimiento, revisiones e inspecciones para lapuesta en servicio de los helicópteros modelos DAUPHIN AS365N3.",Abierto,Comunidad de Madrid,50200000 Servicios de reparación y mantenimiento,No disponible,No disponible,No disponible,Jefatura de Asuntos Económicos de la Guardia Civil.,S2816003D.,"AIRBUS HELICOPTERS ESPAÑA, S.A.U.",****4811*.,"5.950.000,00 euros.",OK,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-14023
MINISTERIO DEL INTERIOR,División Económica y Técnica (Cuerpo Nacional de Policía),Z25AR003/X10.,15/04/2025,Licitación,"Adquisición de un mínimo de 6.000 defensas para unidades de la Policía Nacional que realizan funciones de orden público, en un plan bianual para el año 2025-2026.",Abierto,Comunidad de Madrid,"35000000 Equipo de seguridad, extinción de incendios, policía y defensa",No disponible,S2816015H.,"150.000,00 euros.",No disponible,No disponible,No disponible,No disponible,No disponible,No comprobado,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-14024
MINISTERIO DEL INTERIOR,División Económica y Técnica (Cuerpo Nacional de Policía),Z25AR006/N10.,15/04/2025,Licitación,Adquisición de un mínimo de 2.000 pares de protectores de antebrazo y codo con destino a las Unidades de Intervención Policial (UIP) y las Unidades de Prevención y Reacción (UPR) de la Policía Nacional para los años 2025 y 2026.,Abierto,Comunidad de Madrid,"35000000 Equipo de seguridad, extinción de incendios, policía y defensa",No disponible,S2816015H.,"210.000,00 euros.",No disponible,No disponible,No disponible,No disponible,No disponible,No comprobado,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-14025
MINISTERIO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE,Dirección General de Carreteras,C30242302080.,15/04/2025,Contratación,"51-J-0208; 30.653/24; Conservación y explotación de las carreteras y obras menores relacionadas con esos servicios, en el sector J-02. Provincia de Jaén.",Abierto,Andalucía,50200000 Servicios de reparación y mantenimiento,No disponible,No disponible,No disponible,Dirección General de Carreteras.,S2817015G.,"SACYR CONSERVACIÓN, S.A.",A30627947.,"11.243.118,57 euros.",OK,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-14026
MINISTERIO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE,Dirección General de Carreteras,B54244145600.,15/04/2025,Contratación,48-SE-4560.ACT; 54.322/24 Circunvalación del área metropolitana de Sevilla. SE-40. Tramo: Enlace A-8077 Valencina-Enlace A-66 Salteras. Provincia de Sevilla.,Abierto,Andalucía,45000000 Trabajos de construcción,No disponible,No disponible,No disponible,Dirección General de Carreteras.,S2817015G.,AZVI SAU-MARTIN CASILLAS SLU.,No disponible,"96.163.121,06 euros.",OK,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-14027
MINISTERIO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE,Dirección General de Carreteras,C54244550335.,15/04/2025,Contratación,"39-TO-50335; 54.334/24. Instalación de balizas disuasorias de fauna en varios tramos de la carretera N-502, entre los PP.KK. 85+700 y 179+600. Provincia de Toledo. Plan de Recuperación, Transformación y Resiliencia, Next Generation EU.",Abierto,Castilla-La Mancha,45000000 Trabajos de construcción,No disponible,No disponible,No disponible,Dirección General de Carreteras.,S2817015G.,VISEVER S.L.,B02159531.,"454.574,11 euros.",OK,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-14028
MINISTERIO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE,Dirección General de Carreteras,C54242656200.,15/04/2025,Contratación,"39-LO-5620; 54.588/24. Actuaciones para el desarrollo del plan de acción contra el ruido de la fase II en la carretera N-124. P.k. 41+930 a 42+550 provincia de La Rioja. Plan de Recuperación, Transformación y Resiliencia, Next Generation EU.",Abierto,La Rioja,45000000 Trabajos de construcción,No disponible,No disponible,No disponible,Dirección General de Carreteras.,S2817015G.,"BECSA, S.A.",A46041711.,"398.868,14 euros.",OK,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-14029
MINISTERIO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE,ADIF Alta Velocidad - Consejo de Administración,3.25/20830.0028.,15/04/2025,Licitación,Ejecución de las obras del proyecto constructivo de una base de montaje y acopios de balasto para el montaje de vía de la L.A.V. Madrid- Extremadura-Frontera portuguesa. Tramo: Talayuela-Plasencia.,Abierto,Extremadura,45000000 Trabajos de construcción,No disponible,Q2802152E.,"33.027.768,96 euros.",No disponible,No disponible,No disponible,No disponible,No disponible,No comprobado,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-14030
MINISTERIO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE,Autoridad Portuaria de Vigo,1545/2024.,15/04/2025,Licitación,Mejora de los muelles de carga de la Lonja y el Mercado O/1.296.,Abierto,Galicia,45000000 Trabajos de construcción,Reforma.,Q3667002D.,"1.685.330,60 euros.",No disponible,No disponible,No disponible,No disponible,No disponible,No comprobado,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-14031
MINISTERIO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE,ADIF - Presidencia,3.24/27520.0150.,15/04/2025,Licitación,Elaboración de consignas de pasos a nivel y otras intersecciones de la RFIG con clase de protección automática de la red ferroviaria de interés general (RFIG) 2 lotes.,Abierto,Nacional,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección",Varios lotes.,Q2801660H.,"1.903.412,32 euros.",No disponible,No disponible,No disponible,No disponible,No disponible,No comprobado,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-14032
MINISTERIO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE,ADIF - Presidencia,2.24/30108.0055.,15/04/2025,Contratación,Servicio de mantenimiento preventivo y correctivo de las puertas automáticas peatonales de las estaciones de la Subdirección de Estaciones Este.,Abierto,Nacional,50700000 Servicios de reparación y mantenimiento,Varias adjudicaciones.,No disponible,No disponible,ADIF - Presidencia.,Q2801660H.,Tk Elevadores España SL.,B46001897.,"52.755,84 euros.",OK,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-14033
MINISTERIO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE,Dirección General de Carreteras,B3025094300Z.,15/04/2025,Licitación,30.251/25; 12-BU-4300.ACT Actualización de proyecto de trazado y construcción: Autovía del Duero A-11. Tramo. Castrillo de la Vega - L.P. de Valladolid. Provincia de Burgos.,Abierto,Castilla y León,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección",No disponible,S2817015G.,"2.694.214,88 euros.",No disponible,No disponible,No disponible,No disponible,No disponible,No comprobado,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-14034
MINISTERIO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE,Dirección General de Carreteras,C30250203060.,15/04/2025,Licitación,"51-AB-0306; 30.191/25; Conservación y explotación de las carreteras y obras menores relacionadas con esos servicios, en el sector AB-03. Provincia de Albacete.",Abierto,Castilla-La Mancha,50200000 Servicios de reparación y mantenimiento,No disponible,S2817015G.,"19.152.013,14 euros.",No disponible,No disponible,No disponible,No disponible,No disponible,No comprobado,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-14035
MINISTERIO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE,Dirección General de Carreteras,C30258830841.,15/04/2025,Licitación,30.245/25; AC-511/25. Responsable de seguridad en fase de explotación para los túneles existentes en la Red de Carreteras del Estado en Galicia.,Abierto,Galicia,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección",No disponible,S2817015G.,"1.385.124,30 euros.",No disponible,No disponible,No disponible,No disponible,No disponible,No comprobado,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-14036
MINISTERIO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE,Dirección General de Carreteras,B3025473900Z.,15/04/2025,Licitación,"30.254/25; 12-VA-3900.ACT Actualización del proyecto de trazado y construcción de la autovía A-11, del Duero. Tramo: L.P. de Burgos - Quintanilla de Arriba (Oeste). Provincia de Valladolid.",Abierto,Castilla y León,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección",No disponible,S2817015G.,"5.377.839,05 euros.",No disponible,No disponible,No disponible,No disponible,No disponible,No comprobado,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-14037
MINISTERIO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE,Dirección General de Carreteras,B3025474280Z.,15/04/2025,Licitación,"30.250/25; 24-VA-4280 Redacción del proyecto de trazado y construcción. Mejora de la seguridad vial y de la movilidad sostenible en la carretera N-601. Tramo: Olmedo- Boecillo, pp.kk. 145+000 a 175+600. Provincia de Valladolid.",Abierto,Castilla y León,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección",No disponible,S2817015G.,"2.775.494,65 euros.",No disponible,No disponible,No disponible,No disponible,No disponible,No comprobado,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-14038
MINISTERIO DE INDUSTRIA Y TURISMO,Junta de Contratación del Ministerio de Industria y Turismo,J24.050.01.,15/04/2025,Contratación,Prestación del servicio de cuenta corriente bancaria a nombre del Ministerio de Industria y Turismo destinada a realizar los pagos ordenados con cargo al anticipo de caja fija o a libramientos a justificar.,Negociado sin publicidad,Comunidad de Madrid,66000000 Servicios financieros y de seguros,No disponible,No disponible,No disponible,Junta de Contratación del Ministerio de Industria y Turismo.,S2800214E.,BANCO SANTANDER.,A39000013.,"0,00 euros.",OK,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-14039
MINISTERIO DE POLÍTICA TERRITORIAL Y MEMORIA DEMOCRÁTICA,Junta de Contratación de los Servicios Centrales del Ministerio de Política Territorial y Memoria Democrática,12/2025.,15/04/2025,Licitación,Contratación de un servicio de prevención ajeno y de asistencia sanitaria con facultativo en los Servicios Centrales del Ministerio de Política Territorial y Memoria Democrática.,Abierto,Comunidad de Madrid,85000000 Servicios de salud y asistencia social,No disponible,S2833002E.,No disponible,No disponible,No disponible,No disponible,No disponible,No disponible,No comprobado,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-14040
MINISTERIO DE POLÍTICA TERRITORIAL Y MEMORIA DEMOCRÁTICA,Junta de Contratación de los Servicios Centrales del Ministerio de Política Territorial y Memoria Democrática,10/2025.,15/04/2025,Licitación,"Servicio de creatividad, diseño, realización y producción para el conjunto de acciones de divulgación e información sobre el valor de las libertades y la democracia en España.",Abierto,Comunidad de Madrid,"79000000 Servicios a empresas: legislación, mercadotecnia, asesoría, selección de personal, imprenta y seguridad",No disponible,S2833002E.,"9.975.206,62 euros.",No disponible,No disponible,No disponible,No disponible,No disponible,No comprobado,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-14041
MINISTERIO DE POLÍTICA TERRITORIAL Y MEMORIA DEMOCRÁTICA,Subdirección General de Administración Financiera y Patrimonio de la Administración General del Estado en el Territorio,202582000002.,15/04/2025,Licitación,Suministro de Combustible tipo Gasóleo C para las Dependencias de las Delegaciones y Subdelegaciones del Gobierno y Direcciones Insulares del Ministerio de Política Territorial y Memoria Democrática.,Abierto,Comunidad de Madrid,"09000000 Derivados del petróleo, combustibles, electricidad y otras fuentes de energía",No disponible,S2800653D.,"670.899,60 euros.",No disponible,No disponible,No disponible,No disponible,No disponible,No comprobado,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-14042
MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,"Confederación Hidrográfica del Duero, O",452-A.611.10.02/2024.,15/04/2025,Contratación,Programa de mantenimiento y conservación del canal de la margen derecha del Tera. Provincia de Zamora.,Abierto,Castilla y León,45000000 Trabajos de construcción 50800000 Servicios de reparación y mantenimiento,No disponible,No disponible,No disponible,"Confederación Hidrográfica del Duero, O.A.",Q4717001D.,"DAVID FURONES, SL.",B49287071.,"285.189,60 euros.",OK,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-14043
MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,Presidencia de la Confederación Hidrográfica del Guadalquivir,CO(DT)-6862.,15/04/2025,Contratación,"Contrato de obras de adecuación de los órganos de desagüe de presas, para modular el régimen de caudales medioambientales. Córdoba.",Abierto,Andalucía,45000000 Trabajos de construcción,Reforma.,No disponible,No disponible,Presidencia de la Confederación Hidrográfica del Guadalquivir.,Q4117001J.,"UTE: ALVAC, S.A. - INGENIERÍA DEL AGUA Y LA ENERGÍA INAGEN, S.L.",No disponible,"1.274.118,60 euros.",OK,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-14044
MINISTERIO DE CULTURA,Junta de Contratación del Ministerio de Cultura y Deporte,J250009.,15/04/2025,Licitación,"Servicio de mantenimiento integral de las instalaciones del Archivo General de la Administración, el Centro de Información Documental de Archivos, el Archivo Histórico de los Movimientos Sociales y el Archivo Central de Educación en Alcalá de Henares (Madrid).",Abierto,Comunidad de Madrid,50700000 Servicios de reparación y mantenimiento,No disponible,S2800239B.,"270.490,89 euros.",No disponible,No disponible,No disponible,No disponible,No disponible,No comprobado,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-14045
